post_id,职位名称,职位类别,工作地点,事业群/部门,产品线,工作年限,更新时间,详情链接,国家,公司代码,公司名称,来源页,职责描述,岗位要求,招聘类型,学历要求,岗位状态,英文职位名,邮箱投递
1958039381835141120,腾讯游戏-游戏产品运营,产品,深圳,IEG,中长尾 - 石器时代：觉醒（国内） - 端手互通,一年以上工作经验,2026年02月27日,http://careers.tencent.com/jobdesc.html?postId=1958039381835141120,中国,,,https://careers.tencent.com/search.html,"1. 围绕游戏上线及长线大版本节点，设计游戏运营活动，设计发行计划，激活用户声量，形成有效宣传； 
2. 设计MMO回合制产品的赛事和运营方案，围绕游戏核心用户行为数据展开分析，制定运营策略，提升游戏用户整体留存率，付费表现；
3. 联动内外部平台资源，负责回合制MMO游戏运营活动策划，结合游戏新服和运营热点，定制并落地差异化活动和内容，达成用户增长、回流以及付费的目标；
4. 主播生态建设，积极主动沟通，协调游戏内外部资源，关注业务数据变化，及时提出调优建议和方案，重视业务沉淀和效果回收。","1. 本科及以上学历，游戏运营、游戏发行等相关专业优先； 
2. 具备2年以上在线游戏发行、运营经验，熟悉游戏运营策略和方法，有长线回合制MMO游戏发行/操盘经验的优先考虑； 
3. 对回合制MMO类有深入了解,有相关赛事经验主播生态建设经验的人优先考虑；
4. 具备较强的数据分析能力和创新思维，对数据非常敏感，能够根据数据优化游戏运营策略。",,,,,
2021467281292423168,云游戏-云游戏交付经理,产品,上海,IEG,先锋云游平台内容拓展,一年以上工作经验,2026年02月25日,http://careers.tencent.com/jobdesc.html?postId=2021467281292423168,中国,,,https://careers.tencent.com/search.html,"1.端到端项目舵手： 作为具体客户项目的全职护航者，负责从需求澄清、方案确认、资源调度、联调测试到上线运营的全生命周期交付管理。你需要牵引运营owner、方案owner、研发团队、算力平台及客户方等多方角色协同作战，确保复杂项目在成本、时间、质量（如玩家体验、性能指标）及业务目标等多重约束下成功上线；
2.协作枢纽与流程优化者： 作为交付侧的核心接口与发动机，负责打通信息流与任务流，识别并推动解决流程中的阻塞点。你需要深度参与产品、运营与技术的协同会议，确保各方对进展、风险与目标保持对齐，并持续优化项目内的协作机制；
3.质量与风险守门员： 你需要提前识别并管理项目中潜在的技术、资源、进度及客户期望风险，制定应对预案并推动解决。对项目交付过程中的质量标准和用户体验（如进入效率、操作延迟等）负责，确保交付成果达到或超出客户与玩家的预期；
4.知识沉淀与能力传递者： 在项目过程中与结束后，负责系统性地沉淀最佳实践、典型案例、可复用模板及问题库，形成团队知识资产。并将一线真实痛点与改进需求，作为有价值的信息，主动反馈给交付中台（交付组）与产品线，推动平台化工具和标准化流程的持续进化。","1.0-3年在互联网/软件/游戏/科技行业的项目管理、技术运营、实施交付或客户成功相关岗位经验（优秀应届生亦可）。欢迎对技术、业务和商业化有强烈好奇心及责任感的候选者；
2.突出的沟通、组织与结构性思维能力。你能在技术、业务、客户等多方语境中“频道自如切换”，将复杂、模糊的任务转化为清晰的工作计划，并以极强的内驱力推动各项任务闭环，对交付结果有极高的责任心；
3.具备出色的协同能力与风险意识，能在跨部门的复杂协作中建立信任、凝聚共识、推动任务前进，并能主动识别和管控交付过程中的各类显性与隐性风险；
4.对技术有基本理解和强烈兴趣，熟悉现代项目协作工具，有出色的文档撰写与汇报能力。",,,,,
2021467278775840768,云游戏-云游戏交付专家,产品,上海,IEG,先锋云游平台内容拓展,五年以上工作经验,2026年02月25日,http://careers.tencent.com/jobdesc.html?postId=2021467278775840768,中国,,,https://careers.tencent.com/search.html,"1.战略体系与智能流水线构建： 负责承接并主导部门从 “手工作坊式”向“智能工厂模式” 的战略转型。你将规划并构建覆盖“游戏资产标准化、自动化适配与测试、智能调度与部署、全链路监控与优化”的端到端智能交付流水线，目标是将新游戏上云/更新周期从天级缩短至小时级甚至分钟级，并大幅提升资源利用率与交付质量（如确保端到端延迟<60ms等核心体验指标）；
2.交付效能与经营管控： 作为交付效能的最终责任人，对整体交付的效率（周期）、质量（性能/稳定性）与成本（算力/带宽资源）进行端到端负责。需要深度参与业务的数据经营分析，建立数据与自动化驱动的交付决策模型，确保交付体系高效支撑业务的规模增长与健康的利润水平；
3.复杂项目与客户成功交付： 主导跨运营、产品方案、基础研发、算力平台、安全等多部门的重大与战略级客户项目的交付统筹、资源协调与风险控制。你需要深刻理解客户的业务目标（如引流/承载/体验），并将其转化为可落地的交付标准与成功指标，确保项目按质、按时达成，并维护良好的客户关系；
4.团队建设与研效管理： 从0到1建立专业的云游戏交付团队，定义岗位能力模型，建立赋能和培训机制。同时，负责团队的研发流程与质量管理，推动项目管理、流程优化与研效管理（如引入自动化工具、AI提效等），打造一支专业、高效、有工程极客文化的高效作战团队。","1.统招本科及以上学历，2年以上互联网/科技公司中技术交付、项目集/项目组合管理、DevOps/平台工程或解决方案交付管理的岗位核心骨干或管理经验，有从0到1成功建设或主导优化大型交付平台/流水线的经验者优先；
2.深刻理解云游戏/流媒体、现代软件交付（CI/CD）、容器化、GPU虚拟化等核心技术栈与技术挑战，并对通过AI、自动化、数据驱动系统性提升交付效率与质量有深厚的实践兴趣与成功案例；
3.具备卓越的系统工程与体系设计能力，能将“智能流水线”这一宏大战略，清晰拆解为可落地、可量化的阶段性目标与产品规划图，并具备强大的跨组织影响力与领导力，能够驱动无汇报关系的协同方共同推进目标的达成；
4.具备出色的经营意识与风险嗅觉，善于通过数据量化交付成本、资源利用率、项目效益，并对交付链路中的客户、安全及稳定性风险有敏锐的预判与管控能力；
5.具备开创性思维，责任感与自驱力极强，对提升组织效能充满热情，能在复杂的协作环境和压力下，持续带领团队取得突破。",,,,,
1984422344583700480,QQ游戏大厅-棋牌游戏运营,产品,深圳,IEG,移动QQ游戏-页游平台,三年以上工作经验,2026年03月12日,http://careers.tencent.com/jobdesc.html?postId=1984422344583700480,中国,,,https://careers.tencent.com/search.html,"1.负责棋牌游戏的产品运营工作，包括需求收集整理、原型设计、文档撰写，协调各方面资源，掌握开发进度等，确保达成棋牌品类既定目标；
2.负责系统升级迭代，根据产品线上情况进行数据分析，验收测试情况及用户有效建议，不断打磨优化产品，持续提升用户体验；
3.负责搜集和整理竞品的新功能与特性，能够梳理出重大与核心产品需求，不断挖掘产品创新点；
4.侧重产品数据，具备数据分析能力，能依托数据制定并调整方向和思路。","1.资深游戏爱好者，有丰富的各类游戏深度体验经历，对于棋牌游戏有深刻理解，5年以上棋牌游戏运营经验；
2.了解棋牌游戏用户群体，对市场上的热门棋牌产品有深刻认知、评估案例；
3.思路清晰，具备较强的洞察力和逻辑思维能力，能够拆解常见的游戏系统功能玩法；
4.学习能力强，有责任心，具有良好的理解能力、沟通能力及团队合作能力，抗压性较强。",,,,,
1995820353124978688,移动游戏执行主策-RPG游戏,产品,上海,IEG,修仙 - 逍遥游（国内） - 业务赋能,五年以上工作经验,2026年03月02日,http://careers.tencent.com/jobdesc.html?postId=1995820353124978688,中国,,,https://careers.tencent.com/search.html,"1.负责协助主策划进行日常工作管理、设计对齐、品质把控；
2.负责协调开发、美术、测试，确保策划组工作顺利展开；
3.掌握数据分析、用户调研方法，并可借助反馈，对游戏进行持续改进、优化。","1.本科及以上学历，5年以上游戏行业工作经验，主导过至少1款已上线大型RPG游戏（不限平台）的策划设计/管理工作；
2.优秀的逻辑思维能力，对策划全工作有全局把控力；
3.工作态度积极主动、服从管理、独立思考、沟通良好、团队合作意识强；
4.系统或数值出身优先；曾担任过PM职责者优先；
5.（必需项）资深游戏用户，对RPG类类游戏有强烈兴趣；骨灰级ARPG、ACT、MMO用户优先；
6.（必需项）资深修仙用户，对修仙题材的文学、影视、游戏有广泛且深入的涉猎。",,,,,
2000399244875423744,Supercell游戏《海岛奇兵》-游戏营销,营销与公关,深圳,IEG,海岛奇兵-手游APP,一年以上工作经验,2026年02月26日,http://careers.tencent.com/jobdesc.html?postId=2000399244875423744,中国,,,https://careers.tencent.com/search.html,"1.负责海岛奇兵手游及小游戏版本营销业务；
2.负责社区、用户、市场、事件等业务的策略制订和落地跟进；
3.负责市场创意营销，异业合作营销，线下展会等方案并落地实施；
4.策划各阶段的品牌宣传和推广计划，能有逻辑的输出市场宣发全案，能够结合小游戏平台和小游戏产品的优势，输出策略，对新进、回流、ROI 指标负责。","1.1-3年手游发行或推广经验，熟悉国内休闲产品市场行业发展，熟悉相关的市场资源及渠道，全程参与过至少1款成功游戏整体发行及推广工作者优先；
2.热爱游戏，了解或熟悉 Supercell 的产品，行业发展有自己思考见解，对热点信息有足够的敏感度。具备出色的创意内容能力，优秀的审美表达能力，能够敏锐的洞察不同层级玩家诉求，打造爆款优质内容，并统筹进行落地执行；
3.思维活跃，富有创意，逻辑清晰，具有较强的团队管理和沟通协作能力；
4.能熟练使用英语者优先。",,,,,
2011285846795374592,在研游戏编辑器-UGC游戏策划,产品,深圳,IEG,IEG微信游戏合作中心-小游戏合集,一年以上工作经验,2026年03月13日,http://careers.tencent.com/jobdesc.html?postId=2011285846795374592,中国,,,https://careers.tencent.com/search.html,"1.负责游戏编辑器内系统及工具的调研、设计、跟进、配置、验收等全流程工作；
2.负责游戏编辑器UGC管线、开发者工具、预制系统、Gameplay模块相关设计与制作；
3.负责AIGC相关工作流设计和实现，包含AI生成美术资产，AI生成代码逻辑，AI生成玩法原型等；
4.负责对编辑器的易用性和实用性进行优化和设计，并使之能在实际业务中有效落地；
5.负责设计和制作创新型休闲游戏项目，打造编辑器生态中的标杆游戏。","1.1年及以上游戏策划或者游戏程序经验，参与过游戏制作的完整流程；
2.主导或深度参与过游戏编辑器、工作流管线设计，对生产工具设计优化有一定认识；
3.熟练掌握游戏设计相关工具，能够独立完成游戏策划文档的撰写；
4.具有产品思维和用户思维，能有效通过模板、文档和视频等形式教会开发者制作游戏；
5.热爱游戏行业，具备较强的责任心，良好的团队沟通和工作协同能力。",,,,,
2016516377841655808,Supercell游戏《Moco魔克猎手》-游戏运营,产品,深圳,IEG,部门公共-其他(IEG)-K2合作部,一年以上工作经验,2026年02月28日,http://careers.tencent.com/jobdesc.html?postId=2016516377841655808,中国,,,https://careers.tencent.com/search.html,"1.负责游戏产品策略制定，包括但不限于版本运营、用户运营、商业化、活动策划等；
2.负责产品数据分析工作，能够通过数据深入的挖掘产品增长潜力。跟踪分析项目进度及效果，及时反馈并提出优化建议；
3.对接发行链路上下游各合作伙伴，协调资源推动发行运营各项工作的顺利进行。","1.1~3年游戏运营策划经验，参与过成熟产品上线或运营经验优先，有多款项目完整研发经验优先 ；
2.对游戏商业化/活动/数据多个运营模块有深入涉及，有2个模块方向经验优先；对数据、用户和市场有敏锐认知和总结能力；
3.热爱游戏，并具备较强的游戏理解、用户理解和游戏设计经验。思维足够有想法、够开放；
4.Supercell游戏的长期体验，RPG网游的深度体验者；并能进行运营层面的深度理解,并给出优化方案；
5.具有良好的团队协作精神和沟通能力，工作积极主动，责任心强。",,,,,
1988470014939914240,游戏AI-游戏客户端开发工程师,技术,深圳,TEG,游戏,三年以上工作经验,2026年03月12日,http://careers.tencent.com/jobdesc.html?postId=1988470014939914240,中国,,,https://careers.tencent.com/search.html,"1.负责游戏AI接入平台研发，包括标准化和平台效能提升；
2.负责游戏核心功能和核心模块开发，负责建立高效的游戏-AI管线，开发相关配套工具；
3.负责游戏AI SaaS产品化建设和运营。","1.计算机相关专业本科及以上学历，3年以上游戏客户端开发经验；
2.熟练使用C++/Lua，对Unreal（UE4/UE5）引擎有深入理解和实践经验，有主导过核心模块的开发经验；
3.具备良好的问题分析和解决能力，能深入解决疑难技术问题；
4.具备一定抗压能力，责任心强，有良好的团队沟通和协作能力，做事情使命必达；
5.具备游戏客户端性能优化者优先，具备深度学习模型涉及的工程和算法性能优化经验者优先；
6.热爱游戏，关注用户体验。对AI技术在游戏内的应用有实践经验或有自己独到的理解，充满好奇心的优先。",,,,,
1996809271161016320,腾讯游戏-MMO游戏运营-数据分析,产品,深圳,IEG,MMO - 天龙八部（国内） - 手游,两年以上工作经验,2026年03月05日,http://careers.tencent.com/jobdesc.html?postId=1996809271161016320,中国,,,https://careers.tencent.com/search.html,"1.游戏内容与商业化调优分析​：负责玩法、系统、活动、商业化等模块的数据分析，通过用户行为挖掘、A/B测试等方法评估效果，针对游戏体验与营收平衡提出数据驱动的优化方案；
2.用户研究与增长机会挖掘​：分析端内外用户消费偏好与行为模式，定位流失风险点及增长机会，通过分层用户调研、市场趋势追踪，为产品迭代和运营策略提供洞察；
3.数据模型与算法应用​：结合业务场景，参与构建预测模型（如流失预警、付费潜力评估），通过数据挖掘工具（如SQL、Python）提升分析的深度与效率，支持长期业务规划；
4.跨部门协同与策略落地​：与运营、研发、市场团队紧密协作，将数据分析结论转化为可执行方案，推动优化措施落地，并持续跟踪效果。","1.2年以上游戏数据分析经验，有MMO/卡牌/SLG等中重度游戏经历者优先；
2.熟悉游戏经济系统、用户生命周期管理，能通过数据定位产品问题；
3.强数据敏感度与逻辑思维，能从海量数据中提炼核心结论，形成专业报告；
4.热爱游戏行业，积极主动、抗压能力强，适应快节奏迭代环境。",,,,,
2005554769757884416,腾讯游戏-产品经理-游戏增长,产品,深圳,IEG,部门公共-其他(IEG)-流量生态部,两年以上工作经验,2026年01月05日,http://careers.tencent.com/jobdesc.html?postId=2005554769757884416,中国,,,https://careers.tencent.com/search.html,"1.负责对接腾讯游戏（APP&小游戏）国内买量需求，制定全渠道投放策略，达成既定投放效果目标；
2.管理主流媒体投放进度和结果，根据实际情况优化流程，并能根据业务需求推动跨团队协作；
3.关注研究主流媒体动态及外部竞品动作，挖掘潜在增长机会，形成对素材敏感，深度理解投放素材和效果，优化投放素材创意；
4.负责推动产品技术团队优化广告系统，提升产品投放效率。","1.本科以上学历，2年以上游戏买量经验，小游戏买量经验者优先；
2.有2款以上成功项目发行经验，对广点通等主流媒体深度理解；
3.有较强的抗压能力，有较强的沟通协同，跨团队协作能力，有投手管理经验者优先；
4.数据敏感度高，较强的数据分析能力，善于通过数据发现问题及业务机会。",,,,,
2017094358532247552,腾讯游戏-资深游戏测试工程师,技术,深圳,IEG,部门公共-其他(IEG)-二方赋能(生态发展）,三年以上工作经验,2026年02月06日,http://careers.tencent.com/jobdesc.html?postId=2017094358532247552,中国,,,https://careers.tencent.com/search.html,"1.负责AI Agent游戏生成应用的全流程质量保障，覆盖AI Agent生成逻辑、小游戏生成效果及平台功能模块的测试，确保产品核心能力稳定可靠；
2.针对AI生成特性设计针对性测试方案和用例，解决非确定性、多场景、参数化场景下的测试验证难题；
3.精准定位并分析测试中发现的问题，协同研发团队推动问题闭环，输出高质量缺陷报告和根因分析；
4.开展平台性能、兼容性及容错性专项测试，保障产品在多场景下的稳定性和用户体验；
5.参与搭建自动化测试框架和脚本，提升测试效率，沉淀AI Agent产品测试方法和问题库；
6.从测试视角提出产品体验优化建议，参与需求评审，从质量角度提供专业意见；
7.输出完整的测试文档，包括测试计划、报告及缺陷分析，沉淀测试经验和最佳实践。","1.本科及以上学历，计算机、软件工程或测试工程相关专业，3年及以上游戏/软件测试经验，有AIGC/AI Agent/大模型测试经验优先；
2.熟练掌握测试理论和方法，能独立完成测试方案设计、用例编写及缺陷跟踪，具备优秀的测试思维和细节把控能力；
3.对AI Agent/大模型有基础认知，了解其核心逻辑如prompt工程、生成推理及参数调优；
4.具备游戏基础知识，能理解小游戏规则、交互及玩法逻辑，快速验证生成内容质量；
5.拥有出色的问题分析和定位能力，能区分AI生成、平台功能及游戏运行问题并推动解决；
6.具备优秀的跨团队沟通能力和执行力，能有效对接算法、研发及产品团队，推动测试工作落地；
7.具备良好的文档撰写能力，能清晰记录和传递测试过程与结果；
8.掌握至少一门编程语言（如Python/Java/Go），有测试脚本或工具开发经验者优先；
9.了解接口测试和自动化测试逻辑，有自动化框架搭建或性能测试经验；
10.熟悉Web/小程序测试要点，能独立开展多终端兼容性测试。",,,,,
1994213166216794112,小游戏策划,产品,深圳,IEG,公共,不限,2026年02月26日,http://careers.tencent.com/jobdesc.html?postId=1994213166216794112,中国,,,https://careers.tencent.com/search.html,"1.战斗与数值策划：主导塔防类、卡牌类、策略类、对战类游戏战斗设计，并负责相应的数值平衡与成长体系设计；
2.系统与玩法策划：主导PVE、PVP多类型玩法模式设计，并负责相应的关卡设计和难度曲线，构建核心体验循环和游戏内经济体系框架；
3.商业化策划：统筹规划游戏内各系统与活动模块的资源投放，基于数据分析产品各模块表现并推动游戏调优，为游戏整体活跃与付费负责；
4.跨团队协作：协同外部开发团队以及内部程序、创意、投放团队，跟进系统开发、资源制作及测试验证，确保功能实现符合设计预期与最终品质。","1.学历与专业：本科及以上学历，游戏设计、数学、统计学、计算机或相关专业优先；
2.行业经验：2年以上游戏策划经验，有成功上线的塔防、模拟经营、策略、对战类小游戏（如微信小游戏、QQ小游戏等）项目经验者优先；
3.专业技能：能独立完成关卡设计、战斗系统设计，精通角色/卡牌/模拟养成曲线、战斗公式、概率模型设计；熟悉概率论、统计学知识，具备较强的数据分析和逻辑思维能力；
4.游戏经验：独立游戏、垂类游戏经验丰富，steam游戏时长1000小时以上者优先。",,,,,
1958015140200865792,Supercell游戏《部落冲突》小游戏-系统策划,产品,深圳,IEG,部落冲突,一年以上工作经验,2026年02月26日,http://careers.tencent.com/jobdesc.html?postId=1958015140200865792,中国,,,https://careers.tencent.com/search.html,"1.负责《部落冲突》游戏内系统模块的设计与策划，包括功能规划、玩法创新及用户体验优化；
2.撰写详细的游戏系统需求文档，确保方案逻辑清晰、可执行性强，并与开发、美术、测试团队高效协作；
3.参与游戏系统的全流程落地，从需求分析到上线后的效果评估，持续优化系统功能与玩家体验；
4.通过数据分析、玩家反馈等手段，发现系统问题并提出改进方案，提升游戏整体质量与用户满意度。","1.本科及以上学历，有社交相关系统策划经验优先；
2.熟悉游戏制作的流程及各个环节，熟悉网络游戏市场，对行业发展有清晰认识；
3.强大的系统设计能力、逻辑思维、文档能力和推进执行力。",,,,,
2021061454983233536,3D动作游戏《狩》-游戏运营-运营推广,产品,深圳,IEG,火影忍者-手游,三年以上工作经验,2026年02月24日,http://careers.tencent.com/jobdesc.html?postId=2021061454983233536,中国,,,https://careers.tencent.com/search.html,"1.根据节点诉求统筹宣发推广运营工作，洞察分析行业、产品和用户诉求，制定阶段推广策略；
2.负责策划/跟进创意素材、推广活动、话题传播、媒体稿件等不同宣发模块的细案策划和执行工作，把控内容制作品质，对内容/活动的产出、传播效果、口碑负责；
3.内部协调各合作团队，外部有效整合优质合作资源，最大化宣发效益；
4.针对重点专项内容，综合使用数据分析、用户研究等多种手段挖掘用户需求，生成专业分析报告，支撑研发做内容相关决策，并关注落地效果。","1.3年以上游戏宣发运营推广相关工作经验，具备成功项目孵化经验者优先；
2.具备出色的创意内容能力，优秀的审美表达能力，能够敏锐的洞察不同层级玩家诉求，策划爆款优质内容，并统筹进行落地执行；
3.抗压能力强，能承担多线程工作，积极主动、灵活进取；
4.热爱游戏，对动作/竞技品类有深度理解。",,,,,
1969625602759745536,Supercell游戏《荒野乱斗》-游戏视觉设计师,设计,深圳,IEG,Supercell-其他,一年以上工作经验,2026年02月24日,http://careers.tencent.com/jobdesc.html?postId=1969625602759745536,中国,,,https://careers.tencent.com/search.html,"1.负责Supercell游戏《荒野乱斗》的视觉设计工作，包括UI界面、图标、特效、动画等设计；
2.与游戏策划、开发团队紧密合作，确保设计方案符合游戏整体风格和用户体验需求；
3.参与游戏视觉风格的制定与优化，提升游戏的视觉吸引力和玩家沉浸感；
4.根据项目需求，制作高质量的设计稿、原型及动效演示，推动设计落地；
5.持续关注行业趋势和玩家反馈，不断优化游戏视觉表现，提升用户满意度。","1.熟练掌握Photoshop、Figma、After Effects等设计工具，具备扎实的美术功底；
2.具备优秀的审美能力，对色彩、构图、动效有敏锐的感知和创新能力；
3.能够清晰表达设计思路，具备良好的沟通能力和团队协作精神；
4.对游戏行业充满热情，了解玩家需求，具备较强的学习能力和适应能力；
5.能够接受挑战性工作，具备抗压能力，适应快节奏的开发环境。",,,,,
1952916943203885056,Supercell游戏《荒野乱斗》-游戏研发项目管理,产品,深圳,IEG,荒野乱斗,三年以上工作经验,2026年03月09日,http://careers.tencent.com/jobdesc.html?postId=1952916943203885056,中国,,,https://careers.tencent.com/search.html,"1.负责游戏项目开发管理，确保项目团队各干系人协同工作；
2.负责版本计划的制定、过程跟踪、风险监控，确保项目按计划完成；
3.负责制定执行项目流程规范，组织项目的各项评审会议以及项目例会，确保项目有序推进；
4.负责项目资源的合理安排及协调，与团队紧密沟通、解决过程中的问题，有效管理项目风险。","1.本科及以上学历，计算机、通信或相关专业，3年以上游戏项目管理经验；
2.深度理解游戏研发团队的架构和流程，有开发技术背景经验优先；
3.精通软件项目过程管理，对敏捷项目管理有实际应用经验及深刻理解；
4.具备良好的沟通技巧和团队合作精神，能够建立良好的团队氛围；
5.具有较强的风险意识，能够很好的识别项目风险，并做好风险应对；
6.具有较强的执行力，推动团队向目标前进；
7.善于归纳总结，能够推动团队效率不断提升。",,,,,
2001488445175910400,3D动作游戏《狩》-游戏运营-社区运营,产品,深圳,IEG,火影忍者-手游,两年以上工作经验,2026年01月12日,http://careers.tencent.com/jobdesc.html?postId=2001488445175910400,中国,,,https://careers.tencent.com/search.html,"1.负责3D动作游戏《狩》的社区运营工作，制定新产品的社区运营策略，通过对不同类型的社区和用户习惯的洞察及分析，制定整体策略并为落地效果负责；
2.对各类产品尤其是动作产品有精准的洞察，关注社区传播热点，结合游戏特性，敏锐把握用户的喜好，策划并落地有创意、有影响力的PUGC/UGC内容；
3.挖掘和满足玩家对内容和游戏产品的多维度需求，将产品亮点与用户需求转化为互动内容；
4.处理社区舆情，及时响应并解决玩家问题，维护品牌形象。","1.本科及以上学历，2年以上游戏运营经验，有动作游戏社区运营经验优先；
2.内容敏感、有网感，能捕捉用户兴趣与趋势；具备PUGC/UGC策划/生产/运营经验；
3.对于内容型社区及社交型社区有深入的研究，各类内容渠道、社交平台重度用户优先；
4.有较好的艺术审美和鉴赏能力，具有较强的分析和理解能力，善于总结提炼核心结论；
5.具备一定的文案策划能力，能独立撰写社区活动文案。",,,,,
1995397895460904960,知名IP游戏-休闲卡牌高级游戏策划,产品,上海,IEG,预算专用-代号5A,五年以上工作经验,2026年03月02日,http://careers.tencent.com/jobdesc.html?postId=1995397895460904960,中国,,,https://careers.tencent.com/search.html,"1.负责产品的整体方向规划，主导核心玩法、系统框架及数值体系的设计与持续优化，确保内容质量与长期可玩性；
2.带领策划团队完成各模块方案的设计与落地，推动游戏体验和用户留存的有效提升；
3.深度参与跨团队协作，与技术、美术、测试、运营等部门密切配合，确保策划方案高效、高质地实现；
4.与外部合作方保持紧密沟通，在策划方向及落地细节上达成共识，保障项目顺利推进；
5.持续关注休闲、卡牌、TCG等品类的市场动态与竞品动向，从策划与研发角度进行专业分析，为团队提供有效参考和启发。","1.本科及以上学历，5年以上游戏策划相关工作经验，有完整项目经验者优先；
2.对休闲、卡牌或TCG游戏品类有深刻理解，具备相关品类的大DAU产品策划经验者优先考虑；
3.熟悉游戏开发全流程，具备从设计到落地的全链路推动能力，能够独立负责模块并协调资源达成目标；
4.具备出色的沟通能力和团队协作精神，能够有效协调跨团队资源，解决项目开发中的关键问题；
5.对游戏品质有追求，具备创新思维和逻辑分析能力，能够在复杂需求中找到最优解决方案。",,,,,
1991676300577890304,3D动作策略游戏《虚环》-游戏社区运营,产品,深圳,IEG,预算专用-端游-内容生态产品,三年以上工作经验,2026年02月25日,http://careers.tencent.com/jobdesc.html?postId=1991676300577890304,中国,,,https://careers.tencent.com/search.html,"1.负责制定《虚环》的内容社区运营策略，通过对游戏目标用户及文化内核的洞察与分析，以及对不同类型社区和用户的分析了解，制定《虚环》整体社区运营策略并为落地效果负责；
2.根据整体社区运营策略及各平台用户属性分析，确定《虚环》官方运营社区平台，并搭建&长期运营游戏官方账号，为账号体量增长及内容数据负责；
3.关注社媒社区传播热点，结合游戏特性，能够有计划的策划并落地优质的PUGC/UGC内容；
4.通过平台活动、社区二创活动等形式，孵化&储备游戏二创作者，逐步搭建游戏内容生态；
5.对V圈有精准的洞察，敏锐把握V圈用户的喜好，策划有共鸣、有影响力的内容。","1.本科及以上学历，2年以上游戏社区运营经验，有二游、乙游社区运营经验者优先；
2.热爱V圈，熟悉虚拟主播圈层文化，具备较强的对V圈用户的理解；
3.内容敏感、有网感，能捕捉用户兴趣与趋势；具备PUGC/UGC策划/生产/运营经验；
4.对于内容型社区有深入的研究，对用户需求具有较强的分析和理解能力，对社区舆情管控有相关经验。",,,,,
2021061457449480192,3D动作游戏《狩》-游戏运营-PC渠道运营,产品,深圳,IEG,火影忍者-手游,三年以上工作经验,2026年02月24日,http://careers.tencent.com/jobdesc.html?postId=2021061457449480192,中国,,,https://careers.tencent.com/search.html,"1.负责统筹端游渠道模块，推动包括但不限于WEGAME、网吧等端游关键分发平台上的增长；
2.在游戏不同阶段，结合不同渠道特点，定制不同运营策略并推进落地，为预约、新进、留存等维度目标负责；
3.了解市场上不同流量运作和获客方式，结合单游戏特质，主动挖掘各平台创新带量模式；
4.在用户理解、品类推广、渠道认知等维度有至少一项专长积累，并能应用到实际工作中。","1.3年以上游戏行业相关工作经验，有渠道运营经验的优先；
2.有动作/竞技品类经验、完整首发和上线经验者优先；
3.工作认真负责，学习能力强，沟通界面良好，合作意识强，有一定的抗压能力。",,,,,
1991691381424414720,欢乐游戏工作室-游戏客户端工程师（休闲游戏）-新星引力计划,技术,深圳,IEG,腾讯掼蛋-手游APP,两年以上工作经验,2026年03月02日,http://careers.tencent.com/jobdesc.html?postId=1991691381424414720,中国,,,https://careers.tencent.com/search.html,"1.负责游戏客户端开发，实现各种功能并进行相关的测试和优化；
2.与策划、美术密切配合，进行各种必要的尝试和探索，以使功能达到设计要求并体验良好；
3.正确客观评估工作量，与PM共同制定合理工作计划并保证进度的达成。","1.大学本科及以上学历, 1年以上游戏开发工作经验；
2.熟练使用C++、C#、Typescript语言；
3.熟悉Unity引擎或UE引擎游戏开发优先；
4.对游戏开发充满热情，能够与他人良好配合、协作；态度认真、严谨，责任心强。",,,,,
1788096462568038400,游戏引擎专家,技术,深圳,IEG,预算专用-光子技术发展部公共产品,五年以上工作经验,2026年03月11日,http://careers.tencent.com/jobdesc.html?postId=1788096462568038400,中国,,,https://careers.tencent.com/search.html,"1.基于UE5引擎评估，设计，定制项目图形渲染特性；
2.指导其他工程师，帮助团队解决引擎技术难题。","1.5年以上3D引擎开发经验；
2.熟练掌握引擎架构，图形渲染相关知识；
3.精通CPU和GPU图形算法编程；
4.密切关注行业最新的图形渲染技术，能将所学应用到工作中并想出新的技术方案；
5.有责任心，良好的团队合作能力和沟通能力。",,,,,
1981560056226930688,腾讯游戏-移动游戏渠道发行策略专家,产品,深圳,IEG,渠道业务合作,五年以上工作经验,2026年03月10日,http://careers.tencent.com/jobdesc.html?postId=1981560056226930688,中国,,,https://careers.tencent.com/search.html,"1.负责腾讯多品类手游的全生命周期渠道策略制定，统筹各渠道发行布局；
2.基于产品特性与目标用户画像，设计最优发行模式，明确各渠道资源配比、合作优先级及商业模型；
3.建立动态评估体系，持续追踪不同平台的用户属性、流量质量及创新玩法，牵头探索新兴渠道合作模式，挖掘高转化的获量路径；
4.监控产品核心数据指标，通过归因分析定位转化效率，输出优化方案并推动落地；
5.针对产品上线、版本更新等关键节点，制定渠道资源联动方案，确保获客核心目标达成。","1.本科及以上学历，有厂商渠道或内容平台用户增长中台经验优先，熟悉互联网产品用户增长链路策略；
2.具备优秀的数据分析能力和逻辑思维，具备优秀的领导力或项目管理能力，擅长跨团队协作。",,,,,
